1	20
2	36
3	47
4	69
5	60
6	64
7	18
8	37
9	14
10	66
11	71
12	26
13	53
14	17
15	32
16	41
17	21
18	62
19	15
20	70
21	40
22	30
23	34
24	40
25	63
26	60
27	23
28	16
29	47
30	63
31	37
32	13
33	66
34	18
35	57
36	41
37	13
38	42
39	12
40	57
41	2
42	8
43	7
44	3
45	59
46	48
47	33
48	21
49	42
50	45
51	5
52	31
53	34
54	12
55	67
56	61
57	66
58	42
59	60
60	12
61	40
62	10
63	57
64	32
65	43
66	38
67	51
68	23
69	10
70	61
71	55
72	27
73	71
74	26
75	17
76	12
77	12
78	56
79	53
80	3
81	29
82	24
83	9
84	63
85	63
86	52
87	12
88	32
89	58
90	13
91	69
92	17
93	16
94	4
95	51
96	29
97	50
98	16
99	13
100	9
101	12
102	13
103	5
104	12
105	6
106	24
107	5
108	47
109	25
110	51
111	63
112	60
113	52
114	66
115	2
116	31
117	12
118	24
119	50
120	12
121	39
122	51
123	62
124	22
125	6
126	26
127	31
128	47
129	34
130	22
131	55
132	2
133	26
134	19
135	5
136	60
137	34
138	4
139	32
140	1
141	58
142	48
143	66
144	58
145	27
146	1
147	25
148	44
149	37
150	20
151	5
152	6
153	60
154	44
155	37
156	50
157	47
158	16
159	28
160	32
161	43
162	7
163	8
164	69
165	56
166	58
167	57
168	5
169	37
170	69
171	58
172	38
173	36
174	14
175	29
176	7
177	67
178	50
179	25
180	67
181	52
182	63
183	1
184	36
185	12
186	7
187	52
188	54
189	10
190	3
191	50
192	23
193	32
194	9
195	16
196	50
197	34
198	40
199	53
200	18
201	18
202	54
203	18
204	37
205	19
206	47
207	39
208	25
209	50
210	69
211	46
212	22
213	33
214	17
215	50
216	11
217	38
218	66
219	29
220	16
221	71
222	37
223	50
224	11
225	50
226	5
227	46
228	37
229	37
230	61
231	51
232	23
233	9
234	44
235	42
236	3
237	63
238	25
239	34
240	60
241	20
242	43
243	6
244	59
245	25
246	50
247	25
248	25
249	51
250	63
251	15
252	44
253	8
254	69
255	50
256	21
257	33
258	58
259	19
260	46
261	45
262	64
263	37
264	36
265	4
266	65
267	67
268	14
269	62
270	38
271	6
272	45
273	26
274	47
275	35
276	13
277	58
278	61
279	61
280	15
281	17
282	4
283	8
284	51
285	5
286	51
287	67
288	41
289	16
290	12
291	52
292	42
293	30
294	12
295	25
296	57
297	5
298	52
299	46
300	26
301	4
302	10
303	11
304	3
305	24
306	57
307	50
308	19
309	51
310	22
311	49
312	37
313	6
314	48
315	1
316	11
317	7
318	63
319	36
320	59
321	38
322	11
323	14
324	36
325	44
326	25
327	66
328	58
329	70
330	6
331	24
332	31
333	61
334	1
335	63
336	3
337	61
338	64
339	28
340	46
341	31
342	9
343	32
344	24
345	37
346	57
347	9
348	12
349	44
350	3
351	43
352	33
353	24
354	65
355	14
356	3
357	49
358	9
359	23
360	12
361	34
362	17
363	50
364	51
365	47
366	44
367	26
368	8
369	11
370	33
371	15
372	56
373	33
374	15
375	22
376	62
377	8
378	2
379	25
380	16
381	40
382	39
383	30
384	67
385	27
386	67
387	4
388	2
389	21
390	19
391	36
392	38
393	19
394	24
395	44
396	13
397	7
398	25
399	70
400	12
401	34
402	44
403	5
404	35
405	58
406	7
407	20
408	61
409	35
410	64
411	5
412	31
413	54
414	55
415	5
416	17
417	65
418	63
419	1
420	65
421	3
422	68
423	14
424	22
425	25
426	36
427	50
428	51
429	1
430	13
431	13
432	26
433	35
434	21
435	67
436	43
437	51
438	19
439	49
440	46
441	49
442	44
443	9
444	64
445	26
446	37
447	63
448	25
449	67
450	49
451	12
452	51
453	19
454	63
455	41
456	56
457	49
458	25
459	16
460	5
461	6
462	5
463	34
464	56
465	9
466	46
467	58
468	24
469	8
470	37
471	63
472	6
473	31
474	17
475	11
476	8
477	10
478	31
479	9
480	5
481	2
482	52
483	14
484	1
485	62
486	55
487	71
488	16
489	53
490	29
491	37
492	1
493	14
494	33
495	1
496	47
497	1
498	15
499	59
500	11
501	33
502	33
503	38
504	31
505	5
506	60
507	12
508	67
509	66
510	20
511	55
512	7
513	24
514	12
515	20
516	20
517	12
518	49
519	62
520	12
521	55
522	13
523	52
524	41
525	22
526	10
527	63
528	15
529	55
530	18
531	16
532	13
533	50
534	41
535	63
536	48
537	69
538	55
539	43
540	69
541	62
542	52
543	59
544	46
545	42
546	57
547	65
548	33
549	23
550	45
551	41
552	26
553	11
554	24
555	13
556	57
557	4
558	39
559	17
560	57
561	16
562	47
563	63
564	41
565	23
566	51
567	69
568	29
569	51
570	37
571	37
572	29
573	51
574	26
575	18
576	25
577	63
578	2
579	7
580	24
581	23
582	20
583	29
584	68
585	5
586	13
587	4
588	39
589	59
590	6
591	58
592	36
593	12
594	53
595	49
596	20
597	47
598	8
599	29
600	65
601	16
602	44
603	39
604	26
605	12
606	69
607	34
608	53
609	18
610	6
611	56
612	61
613	37
614	36
615	59
616	33
617	29
618	61
619	13
620	26
621	36
622	26
623	66
624	22
625	17
626	40
627	64
628	62
629	54
630	1
631	42
632	47
633	52
634	38
635	46
636	1
637	49
638	31
639	36
640	13
641	6
642	34
643	63
644	28
645	14
646	22
647	37
648	30
649	42
650	2
651	50
652	33
653	24
654	25
655	49
656	2
657	22
658	19
659	10
660	9
661	30
662	50
663	31
664	13
665	8
666	11
667	17
668	71
669	12
670	21
671	39
672	34
673	53
674	49
675	46
676	38
677	31
678	25
679	18
680	43
681	47
682	26
683	60
684	30
685	70
686	25
687	7
688	22
689	56
690	58
691	7
692	20
693	41
694	29
695	37
696	64
697	53
698	14
699	46
700	1
701	32
702	43
703	61
704	3
705	63
706	28
707	6
708	4
709	69
710	52
711	52
712	63
713	49
714	13
715	7
716	22
717	69
718	33
719	50
720	8
721	30
722	50
723	66
724	27
725	54
726	17
727	37
728	63
729	42
730	64
731	40
732	69
733	21
734	22
735	9
736	27
737	50
738	10
739	71
740	16
741	49
742	45
743	6
744	9
745	31
746	36
747	19
748	50
749	1
750	67
751	60
752	1
753	31
754	33
755	9
756	69
757	48
758	57
759	30
760	51
761	15
762	13
763	4
764	12
765	62
766	71
767	34
768	46
769	16
770	18
771	14
772	28
773	20
774	18
775	58
776	17
777	40
778	70
779	4
780	47
781	30
782	48
783	33
784	36
785	50
786	8
787	40
788	15
789	16
790	57
791	45
792	51
793	51
794	58
795	58
796	39
797	43
798	57
799	27
800	53
801	55
802	53
803	50
804	34
805	50
806	17
807	5
808	9
809	32
810	50
811	29
812	42
813	68
814	22
815	20
816	1
817	6
818	18
819	68
820	3
821	63
822	54
823	47
824	47
825	46
826	64
827	69
828	7
829	53
830	32
831	34
832	47
833	56
834	54
835	54
836	24
837	18
838	30
839	34
840	2
841	33
842	20
843	67
844	7
845	16
846	52
847	20
848	5
849	14
850	56
851	14
852	14
853	66
854	50
855	14
856	14
857	46
858	55
859	43
860	50
861	39
862	45
863	12
864	8
865	40
866	19
867	24
868	67
869	30
870	51
871	8
872	29
873	69
874	69
875	29
876	28
877	14
878	24
879	11
880	69
881	7
882	2
883	43
884	69
885	31
886	63
887	14
888	6
889	34
890	31
891	69
892	34
893	14
894	18
895	50
896	67
897	50
898	31
899	18
900	44
901	37
902	9
903	47
904	70
905	12
906	44
907	38
908	40
909	21
910	8
911	4
912	2
913	56
914	13
915	22
916	17
917	5
918	67
919	2
920	27
921	9
922	54
923	7
924	25
925	50
926	37
927	6
928	44
929	13
930	18
931	17
932	53
933	11
934	5
935	71
936	31
937	69
938	18
939	69
940	7
941	37
942	37
943	22
944	49
945	16
946	58
947	34
948	62
949	26
950	5
951	22
952	42
953	5
954	22
955	58
956	2
957	71
958	42
959	70
960	33
961	37
962	17
963	17
964	1
965	44
966	56
967	32
968	53
969	2
970	47
971	46
972	55
973	11
974	23
975	21
976	27
977	9
978	2
979	9
980	58
981	52
982	45
983	32
984	44
985	38
986	55
987	18
988	37
989	25
990	50
991	19
992	52
993	71
994	49
995	56
996	59
997	44
998	64
999	51
1000	25
1001	61
1002	26
1003	41
1004	18
1005	11
1006	5
1007	57
1008	61
1009	51
1010	6
1011	51
1012	19
1013	58
1014	58
1015	49
1016	50
1017	30
1018	37
1019	52
1020	67
1021	4
1022	69
1023	6
1024	5
1025	60
1026	17
1027	41
1028	10
1029	67
1030	65
1031	44
1032	17
1033	24
1034	55
1035	50
1036	49
1037	3
1038	70
1039	21
1040	42
1041	21
1042	4
1043	55
1044	4
1045	13
1046	3
1047	54
1048	58
1049	26
1050	13
1051	51
1052	63
1053	1
1054	25
1055	43
1056	69
1057	27
1058	39
1059	26
1060	9
1061	16
1062	25
1063	61
1064	46
1065	11
1066	69
1067	53
1068	18
1069	12
1070	54
1071	5
1072	25
1073	4
1074	22
1075	60
1076	11
1077	51
1078	34
1079	34
1080	26
1081	58
1082	4
1083	56
1084	50
1085	68
1086	39
1087	69
1088	1
1089	37
1090	11
1091	68
1092	10
1093	22
1094	39
1095	26
1096	71
1097	61
1098	64
1099	31
1100	24
1101	6
1102	1
1103	3
1104	56
1105	27
1106	44
1107	34
1108	51
1109	11
1110	17
1111	26
1112	63
1113	49
1114	34
1115	44
1116	46
1117	45
1118	11
1119	52
1120	3
1121	47
1122	7
1123	29
1124	53
1125	38
1126	19
1127	59
1128	51
1129	19
1130	21
1131	13
1132	2
1133	14
1134	50
1135	9
1136	47
1137	53
1138	25
1139	4
1140	31
1141	56
1142	3
1143	24
1144	24
1145	26
1146	58
1147	71
1148	67
1149	65
1150	7
1151	14
1152	5
1153	51
1154	28
1155	17
1156	27
1157	36
1158	24
1159	58
1160	33
1161	35
1162	19
1163	41
1164	59
1165	26
1166	25
1167	37
1168	51
1169	61
1170	59
1171	37
1172	28
1173	49
1174	48
1175	58
1176	43
1177	37
1178	2
1179	16
1180	40
1181	30
1182	3
1183	10
1184	69
1185	52
1186	67
1187	11
1188	50
1189	5
1190	55
1191	21
1192	28
1193	20
1194	8
1195	30
1196	69
1197	45
1198	49
1199	36
1200	54
1201	19
1202	55
1203	30
1204	1
1205	20
1206	55
1207	5
1208	58
1209	49
1210	22
1211	6
1212	54
1213	37
1214	48
1215	69
1216	26
1217	66
1218	11
1219	24
1220	5
1221	3
1222	7
1223	71
1224	25
1225	2
1226	56
1227	1
1228	67
1229	66
1230	44
1231	23
1232	2
1233	12
1234	8
1235	53
1236	23
1237	35
1238	44
1239	39
1240	45
1241	25
1242	20
1243	58
1244	26
1245	20
1246	2
1247	12
1248	18
1249	69
1250	14
1251	43
1252	32
1253	24
1254	3
1255	36
1256	29
1257	22
1258	5
1259	60
1260	54
1261	66
1262	16
1263	52
1264	21
1265	30
1266	64
1267	20
1268	50
1269	52
1270	24
1271	41
1272	20
1273	9
1274	68
1275	54
1276	36
1277	26
1278	2
1279	39
1280	54
1281	27
1282	69
1283	3
1284	23
1285	10
1286	1
1287	37
1288	66
1289	58
1290	10
1291	50
1292	38
1293	37
1294	23
1295	54
1296	42
1297	26
1298	30
1299	63
1300	53
1301	8
1302	67
1303	18
1304	24
1305	11
1306	13
1307	5
1308	20
1309	52
1310	21
