1	1398	1
1	2389	1
1	1115	1
1	1226	1
1	4086	1
1	3321	1
1	1658	1
1	2053	1
1	3578	1
1	4202	1
1	3589	1
1	4566	1
1	4685	1
1	3978	1
1	4596	1
1	2550	1
2	2240	1
2	3413	1
2	2308	1
2	3322	1
2	1802	1
2	313	1
2	1566	1
2	3222	1
2	3716	1
2	329	1
2	4000	1
2	2463	1
2	2982	1
2	4711	1
2	3990	1
2	3190	1
2	1665	1
2	187	1
2	1498	1
2	1525	1
3	855	1
3	2507	1
3	4943	1
3	2054	1
3	1102	1
3	4981	1
3	3003	1
4	806	1
4	2295	1
4	1877	1
4	2419	1
4	4482	1
5	268	1
5	3681	1
5	731	1
5	3421	1
5	3212	1
5	3353	1
5	3959	1
5	999	1
5	1	1
6	4047	1
6	2552	1
6	4772	1
6	3508	1
7	1474	1
8	1029	1
8	1917	1
8	3153	1
8	230	1
8	4007	1
8	1316	1
8	1093	1
8	2539	1
8	1398	1
8	676	1
8	1379	1
8	1778	1
8	4388	1
8	2957	1
8	354	1
8	4701	1
8	4625	1
8	2181	1
8	2884	1
8	2097	1
8	4252	1
8	2169	1
8	4616	1
9	2337	1
9	1176	1
9	429	1
9	2443	1
9	3416	1
9	1446	1
9	1909	1
9	2561	1
9	2705	1
9	26	1
9	4739	1
9	891	1
9	4936	1
9	1602	1
10	3771	1
10	1634	1
10	1439	1
10	4466	1
10	4989	1
10	3844	1
10	69	1
10	391	1
10	4550	1
10	2124	1
10	3590	1
11	2485	1
11	2099	1
11	2861	1
11	4650	1
11	2179	1
11	1981	1
11	30	1
11	2181	1
11	577	1
11	4167	1
11	3524	1
11	2778	1
11	341	1
11	1095	1
11	4530	1
11	3978	1
11	260	1
11	3578	1
11	4625	1
12	1167	1
12	794	1
12	2209	1
13	2363	1
13	2508	1
13	3312	1
13	3182	1
13	3038	1
13	4973	1
14	935	1
14	2709	1
14	1244	1
14	2572	1
14	473	1
14	1503	1
15	4068	1
15	3768	1
16	2168	1
16	2280	1
16	3060	1
16	1950	1
16	3359	1
16	1592	1
16	2429	1
17	4344	1
17	3393	1
17	4466	1
17	3669	1
17	3158	1
17	4016	1
17	4921	1
17	4739	1
17	754	1
17	4637	1
17	346	1
17	3457	1
17	1347	1
17	3793	1
17	4736	1
17	4330	1
18	1063	1
18	4899	1
18	2166	1
19	4505	1
19	483	1
19	2179	1
19	2475	1
19	230	1
19	1153	1
19	4167	1
19	3404	1
19	2300	1
20	4689	1
20	822	1
20	3168	1
20	1377	1
20	1603	1
20	3466	1
20	2674	1
20	1431	1
20	2942	1
20	4007	1
20	1347	1
20	3912	1
20	4615	1
20	1710	1
21	3287	1
21	478	1
21	2816	1
21	4172	1
21	110	1
21	2102	1
21	4704	1
21	2066	1
21	3119	1
21	3451	1
21	2594	1
21	4112	1
21	1052	1
21	1817	1
21	4981	1
21	2173	1
22	3036	1
22	4387	1
22	4092	1
22	3094	1
22	4089	1
23	4684	1
23	6	1
23	2059	1
23	4492	1
