1	3800	1
1	254	1
1	148	1
1	4876	1
1	1741	1
1	1346	1
1	1564	1
1	4653	1
1	2600	1
1	2015	1
1	259	1
1	4375	1
2	4847	1
2	2665	1
2	4282	1
2	832	1
2	3102	1
2	3858	1
2	496	1
2	2285	1
2	473	1
2	415	1
2	2962	1
2	584	1
2	4125	1
2	688	1
2	3784	1
2	2256	1
2	3157	1
2	2087	1
2	3576	1
3	956	1
3	1044	1
3	4766	1
3	4031	1
3	3642	1
3	3045	1
3	1142	1
3	2050	1
4	4047	1
4	3130	1
4	2391	1
4	676	1
4	2910	1
4	1176	1
4	684	1
4	3752	1
5	2978	1
5	2009	1
5	2103	1
5	4075	1
5	2475	1
5	3593	1
5	1646	1
5	2796	1
5	634	1
6	4969	1
6	419	1
6	4891	1
6	154	1
6	4943	1
7	1077	1
7	3089	1
7	3173	1
7	2468	1
7	2856	1
7	2080	1
8	4220	1
8	1247	1
8	4327	1
8	1997	1
8	4901	1
8	1042	1
8	4227	1
8	3639	1
8	1462	1
8	3234	1
8	4445	1
8	2653	1
8	3924	1
9	2143	1
9	3762	1
9	1406	1
9	4067	1
9	1442	1
9	3429	1
9	331	1
9	4526	1
9	662	1
9	4675	1
9	461	1
10	1787	1
10	336	1
10	2941	1
10	804	1
10	2175	1
10	3015	1
10	4212	1
10	1073	1
10	1668	1
10	3109	1
10	3520	1
11	3863	1
11	2135	1
11	971	1
11	1516	1
11	3576	1
11	2925	1
11	2920	1
11	3494	1
11	2388	1
11	3732	1
12	2506	1
12	168	1
12	884	1
12	4402	1
12	4614	1
12	4278	1
12	2456	1
12	3512	1
12	328	1
12	2527	1
13	3938	1
13	1743	1
13	4760	1
13	903	1
13	3621	1
13	2993	1
13	4396	1
13	738	1
13	4814	1
13	1642	1
13	2117	1
14	3033	1
14	4272	1
14	2509	1
14	1540	1
14	978	1
14	739	1
14	2795	1
14	532	1
14	3760	1
14	2638	1
14	3740	1
15	1555	1
15	838	1
15	4882	1
15	1165	1
15	4411	1
15	4580	1
15	4330	1
15	4958	1
15	3023	1
15	4105	1
15	3430	1
15	1796	1
16	497	1
16	87	1
16	4148	1
16	876	1
16	778	1
16	320	1
16	3157	1
16	410	1
16	757	1
17	3239	1
17	1061	1
17	647	1
17	3378	1
17	2432	1
17	3896	1
17	1912	1
17	3359	1
17	4689	1
17	4340	1
17	3344	1
17	3031	1
18	3313	1
19	4635	1
19	1589	1
19	3220	1
19	878	1
19	4985	1
19	3616	1
19	80	1
19	642	1
19	4999	1
19	4680	1
19	3198	1
20	304	1
20	1812	1
20	4211	1
20	4722	1
20	4170	1
20	702	1
20	1634	1
20	2959	1
20	3708	1
20	2162	1
20	1605	1
20	3772	1
21	4047	1
21	4418	1
21	4191	1
21	3435	1
21	1051	1
21	509	1
22	186	1
22	4541	1
22	2068	1
22	1129	1
22	1608	1
22	450	1
22	690	1
22	4255	1
22	1767	1
22	326	1
23	470	1
23	4789	1
23	2171	1
23	2267	1
23	4482	1
23	2195	1
23	3800	1
23	148	1
23	2938	1
23	2960	1
24	2457	1
24	992	1
24	3719	1
24	1938	1
24	1330	1
24	2082	1
24	3640	1
24	2227	1
24	3733	1
24	1930	1
24	694	1
24	1932	1
24	2294	1
25	3604	1
25	383	1
25	4510	1
25	1454	1
25	474	1
25	3507	1
25	4204	1
25	4498	1
25	3926	1
25	3219	1
25	66	1
25	1670	1
25	1909	1
25	3040	1
25	3217	1
26	4550	1
26	4436	1
26	4649	1
26	4501	1
26	1101	1
26	2674	1
26	4787	1
26	4815	1
26	590	1
26	171	1
26	600	1
26	2312	1
27	1551	1
27	4133	1
27	4979	1
27	3605	1
27	2801	1
27	4494	1
27	443	1
27	3222	1
27	3317	1
27	4132	1
27	4710	1
27	3333	1
27	2389	1
27	3848	1
27	2127	1
27	1097	1
28	1879	1
28	1459	1
28	823	1
28	4032	1
28	1475	1
28	613	1
28	499	1
28	4939	1
28	2529	1
28	1206	1
28	3150	1
28	4071	1
29	1243	1
29	2683	1
29	3773	1
29	3572	1
29	3331	1
29	2144	1
29	2294	1
29	1687	1
29	329	1
29	3240	1
29	835	1
29	2234	1
29	700	1
29	1976	1
29	4186	1
29	3858	1
29	4618	1
29	4782	1
30	2353	1
30	2280	1
30	3482	1
30	3830	1
30	2606	1
30	1004	1
30	249	1
30	3884	1
30	3012	1
30	967	1
31	3271	1
31	303	1
31	3978	1
31	3658	1
31	472	1
31	3310	1
31	2877	1
31	1405	1
31	2898	1
32	3340	1
32	1225	1
32	101	1
32	4344	1
32	1294	1
32	3343	1
32	4802	1
32	3432	1
32	3258	1
32	4823	1
32	2193	1
32	2371	1
33	4246	1
33	1133	1
33	1312	1
33	3982	1
33	3683	1
33	1850	1
34	1728	1
34	4575	1
34	2944	1
34	562	1
34	2627	1
34	4138	1
34	139	1
34	1006	1
34	3932	1
34	4520	1
34	3746	1
34	2792	1
34	1001	1
34	338	1
34	2210	1
35	572	1
35	105	1
35	2648	1
35	2563	1
35	3093	1
35	4533	1
35	969	1
35	3565	1
36	3823	1
36	4909	1
36	3976	1
